student_id,lesson_gap,kg_proximity,difficulty_fit,duration_fit,style_type_fit,prereq_readiness,rule_score,content_score,tag_overlap,tfidf_lesson_sim,graph_score,gnn_style_affinity,kg_resource_centrality,risk_score,engagement_norm,performance_norm,attendance_ratio,gpa_norm,prior_score,time_budget,interaction_density_norm,submission_delay,forum_activity,n_gap_norm,quiz_gap,assessment_gap,resource_appetite,ability,res_duration_norm,res_difficulty,res_is_video,res_is_lab,res_is_pdf,res_prereq_count,res_lesson_size
ST1026,0.041367,0.043408,0.017875,0.00822,0.002957,-0.044258,0.141117,0.002836,0.000804,0.015767,0.001982,-0.002313,0.002585,-0.005132,-0.000552,2.8e-05,-0.00049,-0.000302,1.5e-05,0.00257,0.000368,-0.000547,-0.000304,0.0,0.000653,0.000841,-0.00026,-0.000402,-0.006886,0.120319,0.008051,-0.000138,0.001294,-6e-05,-0.000459
ST1032,0.041774,0.043408,0.022755,0.008254,-0.006126,0.07583,0.171519,0.016861,0.001573,0.022939,0.001577,0.001708,-0.001072,-0.001241,0.000573,0.000587,-0.000144,0.000534,-9.9e-05,0.002222,2.7e-05,-0.000226,0.000371,0.001512,5.1e-05,0.000323,0.000681,-0.000498,0.003107,0.008151,0.0,-0.000123,-0.000137,0.00084,0.002575
ST1034,-0.006539,-0.003695,0.003883,0.00589,0.007159,0.002314,0.071567,-0.004229,0.003637,-0.003134,0.00754,0.000167,0.000276,-0.003915,-0.000232,-4.1e-05,0.005059,-0.00031,-0.000176,-3e-06,0.000267,0.000453,-4.9e-05,0.000684,0.000361,0.000354,-0.00065,-0.000346,0.000528,0.000248,-0.005307,0.006652,0.012416,8.7e-05,0.000888
ST1036,0.041774,0.043408,0.021381,0.008026,0.00205,0.08002,0.185559,0.007635,0.003435,0.014177,0.006851,0.001921,0.00063,-0.002649,-0.001821,-0.000712,-0.000459,0.000557,0.000147,0.001589,-0.000546,-0.000432,0.000892,-0.000612,0.000339,0.00034,-0.001909,-4.7e-05,0.002888,0.009118,0.0,-0.00024,-0.000311,0.000545,-0.004213
ST1047,0.041774,0.043408,0.023244,0.005117,0.001686,0.074028,0.233263,0.008776,0.003253,0.020431,0.000609,0.000345,0.001139,0.015151,0.0008,-0.000813,4.4e-05,0.000449,-0.000509,0.000365,0.000108,0.000502,-1.2e-05,-0.000785,0.002027,-0.000738,8.3e-05,0.000547,0.002797,0.007673,0.0,-7.3e-05,5.1e-05,0.000496,0.001944
ST1068,0.041367,0.043963,0.036543,0.010448,0.000604,0.107846,0.055536,0.027776,0.006197,0.039394,0.002946,0.000941,0.000717,0.004777,-0.000195,-1.5e-05,0.000653,0.000196,0.0,0.001726,0.000149,-0.000341,0.000548,0.000341,0.000138,-0.000127,0.00039,0.006837,0.001185,-0.025717,0.0,-7.3e-05,0.0,0.001533,0.007257
ST1087,0.041774,0.043408,0.024202,0.008496,-0.005616,0.076231,0.159878,0.021405,0.001806,0.036645,-0.010786,-0.005424,0.000905,-0.000746,0.000107,-0.000523,0.000509,-0.000375,-0.000535,0.00209,-0.000902,-0.000147,0.000216,0.001695,-0.000176,0.00031,-0.000262,-7e-05,0.002728,0.00833,0.0,-0.000138,-4.9e-05,0.000829,0.002407
ST1088,0.041774,0.043408,0.02144,0.008764,0.003161,0.080859,0.156983,0.000601,-0.001361,0.009156,0.004668,0.001224,-0.00288,-0.000244,0.000934,0.00043,0.001267,-4e-06,-0.000246,0.002524,-0.000145,0.00016,0.00025,0.001414,0.000956,0.000354,0.000147,-0.001675,0.002235,0.009219,0.0,-0.00042,-0.000647,0.000416,-0.003298
ST1091,0.041367,0.043408,0.0193,0.000515,0.005053,-0.06063,0.225985,0.008496,0.001455,0.018083,0.001024,0.038771,0.003284,0.018322,0.001391,0.000456,0.009523,0.00063,-0.000102,0.000109,0.000842,0.000194,-1.9e-05,-0.000197,0.000271,-9.4e-05,0.0001,0.00296,0.003136,0.090013,0.007517,-7.3e-05,0.005891,0.0,0.002213
ST1102,0.041774,0.043408,0.023459,0.004512,0.001621,0.075177,0.237452,0.000802,0.000537,0.013651,0.001975,0.00013,0.000761,0.014276,-0.000867,-0.001449,0.000241,9e-06,0.001365,0.000809,-3.4e-05,0.000701,0.00024,-0.000785,-0.000296,-0.000892,0.000322,0.000497,0.00276,0.007766,0.0,-7.3e-05,5.1e-05,0.000496,0.001838
ST1104,0.041976,0.043408,0.028204,0.007737,-0.003406,0.079133,0.13048,0.003242,0.000549,0.014312,0.008622,0.001362,0.001291,-4.4e-05,0.001097,0.000171,-0.000385,-3.4e-05,-0.000137,0.003177,0.001082,9.9e-05,0.000153,-0.001837,0.000467,-0.000507,-0.001481,0.000837,0.003168,0.007185,0.0,0.003256,0.000569,0.000714,0.003496
ST1105,0.041774,0.043408,0.021734,0.007637,0.001631,0.075921,0.187902,0.01913,-0.000822,0.019349,0.004894,0.002173,-0.001742,-0.002732,0.000167,0.00032,-0.000743,-0.000956,3.2e-05,0.000919,-0.000145,0.000399,0.000962,0.000782,-0.000517,-0.000157,1.6e-05,-7e-05,0.00317,0.00805,0.0,-0.000231,-8.5e-05,0.000969,0.001192
ST1106,0.041774,0.043408,0.020592,0.00775,0.001594,0.073747,0.236468,0.016651,0.00397,0.027168,0.001827,0.000399,0.001141,0.013663,0.000251,-8.6e-05,7.1e-05,0.000326,0.0,0.000916,0.000678,7.2e-05,-7.7e-05,0.001084,0.000287,-0.000165,6.3e-05,0.001677,0.002797,0.007774,0.0,-7.3e-05,5.1e-05,0.000549,0.001757
ST1107,0.041774,0.043408,0.025742,0.009647,0.001865,0.078282,0.138486,0.00126,-0.000684,0.016589,0.007687,0.00336,0.001131,0.000107,0.000839,0.000849,0.000693,0.000113,-6.3e-05,0.002792,-0.000495,-0.000439,0.000311,0.001755,0.000635,-0.000302,0.000916,0.000251,0.002625,0.008303,0.0,-0.000686,-0.000379,0.000714,0.002569
ST1119,-0.006314,-0.003524,0.003361,0.007711,-0.00642,0.002201,0.053769,-0.004542,-0.008796,-0.003089,0.011756,-0.00059,-0.000259,-0.004329,-0.002298,7.3e-05,-0.008167,0.000291,0.000274,0.000224,6.4e-05,0.0,-0.000398,0.000718,-5.4e-05,6e-05,6.1e-05,-0.00021,0.000812,2.4e-05,0.014364,-0.000468,0.007932,8.7e-05,2.6e-05
ST1121,0.041367,0.043408,0.017115,0.004491,0.004336,-0.061056,0.244883,0.010102,0.001398,0.018061,0.005584,0.039807,0.003252,0.018604,0.000545,0.000914,0.0142,-0.001273,-0.000102,-0.00018,0.0,6.2e-05,-0.000223,0.0,0.001179,0.000143,0.000645,0.000513,0.002041,0.093602,0.007332,-7.3e-05,0.006474,0.0,-0.002526
ST1122,0.041774,0.043408,0.02355,0.005664,0.002455,0.075487,0.150418,0.015394,0.001745,0.021533,0.002629,0.004318,0.000189,-0.000568,0.000749,9.3e-05,-0.00077,0.000297,0.00013,0.001627,-0.000577,-0.000276,0.000239,0.001216,-0.000416,-0.000377,-9.9e-05,-5.2e-05,0.002911,0.007946,0.0,-0.000188,0.0,0.000464,0.002281
ST1140,0.041774,0.043408,0.030243,0.014262,-0.00026,0.104761,0.073403,0.018043,0.006224,0.031375,0.001914,-0.000552,0.002621,0.007494,-0.000588,0.000371,-0.000803,-0.000471,-0.000119,0.003278,7e-05,-6.7e-05,-0.000328,0.00052,-7.2e-05,-0.000291,-0.000674,-0.002644,0.001746,0.002303,0.0,-0.000129,0.0,0.001533,0.004067
ST1153,0.041774,0.043408,0.022238,0.008582,0.00156,0.075547,0.239896,0.006647,0.000332,0.016332,0.003554,0.000855,0.000192,0.014276,-0.001166,-0.001454,-0.00018,-0.000274,-0.000388,0.000708,-0.000138,-0.000618,-0.000363,-0.000909,-0.000753,-0.000292,0.000128,-0.000306,0.00276,0.007968,0.0,-7.3e-05,5.1e-05,0.000794,0.001701
ST1158,0.045745,0.054267,-0.05469,0.016664,-0.001852,0.036987,-0.05963,0.042399,0.006927,0.051061,0.002161,0.001028,0.004714,-0.00573,0.0,0.000297,-0.000799,0.000111,0.00014,-0.000161,-0.000245,0.000159,0.000147,0.00017,-0.000123,0.000548,0.0,0.003592,0.002339,0.022249,-0.000818,-0.000104,0.0,0.002479,0.009346
ST1169,0.041367,0.043522,-0.07923,0.010168,0.001378,0.088884,0.121664,0.032357,0.005138,0.04032,0.002749,0.000954,0.001165,0.000455,0.00149,-0.000411,0.000242,0.000437,0.0,-0.001284,0.000218,0.000312,-0.000233,0.000659,0.00034,0.000362,-1.3e-05,-0.000549,0.001603,-0.019787,0.0,-0.000138,0.0,0.003221,0.006873
ST1177,0.041367,0.043522,-0.07344,0.015444,-0.002417,0.095339,0.102945,0.012228,0.000277,0.01937,0.005056,0.00124,0.001343,-0.000287,-0.000615,0.000208,0.001004,3e-05,0.0,0.000451,-0.000382,-0.000302,0.000763,-0.00071,0.000114,0.000248,-0.000487,-0.00037,0.000485,-0.021924,0.0,-0.000138,0.0,0.003851,0.009876
ST1194,0.041367,0.043408,0.024366,0.009106,-0.004103,0.07683,0.142902,-0.004718,0.000991,0.023652,0.008034,0.001042,0.000714,-7.3e-05,-0.001836,0.000987,-0.000689,-0.000283,-0.000137,0.001865,0.000846,0.000188,-0.000182,-0.001604,0.000797,-0.000714,-0.002374,0.000174,0.002312,0.007938,0.0,0.00173,0.000761,0.000758,0.002474
ST1196,0.041774,0.043408,0.02449,0.008284,-0.007021,0.08002,0.16928,0.006833,0.002104,0.016061,0.007649,0.001551,0.001138,-0.001361,-0.00142,-0.000203,-0.000496,0.000614,0.0,0.001621,0.000158,4.1e-05,-0.000155,-0.001386,-4e-06,-0.000158,0.000459,0.000215,0.002859,0.008871,0.0,-0.000333,-0.00046,0.000464,-0.003067
ST1214,0.041367,0.045606,0.019901,0.011651,0.003735,-0.039316,0.119928,0.002281,-0.001255,0.016036,0.001555,-0.002448,0.003992,-0.003361,0.004155,0.001614,0.002448,0.000384,9.9e-05,0.00318,-0.000531,-0.000236,-0.000228,0.0,-1.3e-05,-0.001791,0.000333,0.001085,-0.004176,0.11687,0.007671,-0.000138,0.002734,-6e-05,-0.000382
ST1215,0.039764,0.043408,0.031541,-0.089436,0.000398,0.070847,0.151535,0.013659,0.004187,0.022577,-0.001719,-6.1e-05,-5.4e-05,-0.000391,-0.000459,0.000127,-0.00065,0.000419,0.0,-0.018705,0.000213,0.000129,0.000234,0.0,0.0,0.000452,-0.000103,0.002276,0.002915,0.00317,0.0,-0.000138,-0.000157,0.001605,0.003372
ST1216,0.041774,0.043408,-0.09687,0.009701,0.00063,0.075885,0.21636,0.024033,0.00388,0.037156,-9.3e-05,0.000524,-0.000151,0.003626,-0.000106,-0.000424,1e-05,0.000583,-0.000261,0.000289,0.000468,0.0,0.0,0.000448,-2.9e-05,0.000335,1.4e-05,8.7e-05,0.003012,0.000144,0.0,-7.3e-05,0.0,0.001912,0.002155
ST1245,0.041774,0.043408,0.022799,0.008259,0.003514,0.077146,0.195056,-0.002054,-0.00024,0.011831,0.005111,0.002651,-2.5e-05,-0.0037,-0.000813,-0.001267,0.000487,-0.000129,0.000147,0.001084,-0.000778,-0.001081,0.000314,-0.000936,0.000225,-5e-06,-0.0008,0.00091,0.002993,0.008275,0.0,-0.000235,-0.000546,0.000843,0.002901
ST1259,0.041774,0.043408,-0.072472,0.020588,0.000338,0.06697,0.06813,0.031812,0.004804,0.039359,0.004039,0.001384,0.003511,0.000989,-0.000325,0.000631,-0.0002,0.000535,0.000129,-0.000895,-6.9e-05,-5.1e-05,-0.000177,0.000728,0.000471,-0.000348,0.000256,-0.000237,0.003672,0.011804,-0.000335,-7.3e-05,0.0,0.003025,0.006997
ST1265,0.041976,0.043408,0.031905,0.008333,-0.002582,0.095662,0.093524,0.004087,-9.3e-05,0.013027,0.007037,0.001768,0.000351,-0.001495,7.4e-05,0.000689,-0.000161,-7.9e-05,7.5e-05,0.001608,-0.000182,-0.000333,0.000294,-0.001076,-7.1e-05,0.000153,2.3e-05,0.000244,0.002513,0.003127,0.0,0.004441,0.000208,0.001684,0.003628
ST1266,0.041774,0.043408,0.022443,0.008181,-0.006977,0.081446,0.18958,0.000924,0.00063,0.01477,0.008986,0.001201,0.000987,-0.002466,-0.001573,-0.000551,0.000493,-0.001121,0.000147,0.001383,0.000195,-0.000598,-0.00051,-0.000689,0.000775,-0.000456,-0.000935,0.000399,0.002851,0.009177,0.0,-0.00024,-0.000746,0.000497,-0.003424
ST1274,0.041774,0.043408,0.034358,0.011376,0.000985,0.074089,0.114825,0.022467,0.002476,0.030983,-0.000796,-0.00063,7.6e-05,-0.001075,-0.000849,-0.000125,0.000942,0.000459,-0.000162,0.001961,2.2e-05,-0.000626,0.000129,0.00128,-0.000375,-0.000364,-0.000147,0.001378,0.002133,0.004068,-0.000175,-0.000138,-0.000299,0.001307,0.002609
ST1284,0.041774,0.043408,0.021453,0.005991,0.001192,0.074028,0.230588,0.009734,0.001803,0.020024,0.000527,0.000322,0.001051,0.014243,-0.000959,0.001798,0.000617,0.000454,-0.000575,0.001309,0.001345,-0.000284,-9e-06,-0.000857,-0.000946,-0.001105,0.000164,0.001434,0.002797,0.007673,0.0,-7.3e-05,5.1e-05,0.000496,0.001852
ST1302,0.041774,0.043408,0.021228,0.007355,0.003271,0.08002,0.205665,0.018502,0.0047,0.016404,0.00331,0.001667,0.000276,-0.003183,-0.000773,-0.000151,0.001099,0.000381,8.4e-05,0.001043,-0.000522,-0.000158,0.001184,0.000417,-3.4e-05,-0.000102,-0.00029,-0.001286,0.002868,0.008871,0.0,-7.3e-05,0.0,0.000675,-0.005044
ST1304,0.041774,0.043408,-0.085126,0.019282,0.002612,0.080613,0.162361,0.007315,0.001078,0.013967,-0.001452,1.4e-05,-0.001083,-0.000747,0.000507,-0.000105,0.000394,-0.000427,0.000199,0.001376,-0.000955,1.2e-05,0.000188,0.001406,-0.000516,-0.000574,-4.2e-05,-0.001497,-0.005803,0.00251,-0.000494,-0.000138,0.0,-0.009163,-0.000197
ST1324,0.041774,0.04385,0.030437,0.012,0.004915,0.105475,0.056929,0.016056,0.006666,0.026188,0.003866,0.001032,0.003938,0.00641,0.000484,-0.000163,0.000253,0.000134,0.0,0.002069,-0.000141,1.6e-05,-0.000197,0.000534,2.3e-05,0.000905,-8.7e-05,0.000177,0.00147,0.002705,0.0,-0.00012,0.0,0.001235,-0.000174
ST1328,0.041976,0.043408,0.022009,0.007909,0.003712,0.076784,0.162262,0.002102,0.001497,0.015371,0.012084,0.003816,0.000744,-0.001659,0.000671,-0.000593,2e-05,0.000402,0.0,0.002454,0.000247,4.8e-05,6.6e-05,0.00143,0.000522,0.001741,0.00282,0.001686,0.002821,0.008698,0.0,0.002394,0.001602,0.000743,0.002137
ST1342,0.041774,0.043408,-0.078751,0.026087,0.002101,0.076984,0.118846,0.007073,0.003052,0.016007,-0.001432,-0.001266,-0.002981,1.8e-05,0.001095,-0.000159,-0.000235,0.000446,0.000151,-0.000409,-0.000207,-0.00078,-2.3e-05,0.00116,0.000328,0.000442,-0.000159,-0.000731,-0.010004,0.002967,0.0,-0.000138,0.0,-0.0104,0.000903
ST1359,0.047836,0.049526,0.025532,0.017299,-0.004643,0.092085,-0.026436,0.034607,-0.00038,0.035428,-0.005168,0.000697,0.003276,0.002518,-0.000262,0.000697,-0.000369,-0.000294,0.0,0.00079,-0.001234,-8.5e-05,-0.000156,0.001432,0.000294,-0.000143,-0.000201,0.002406,0.004642,0.010273,-0.00071,-0.000135,0.0,0.001777,-0.000367
ST1366,0.041774,0.043408,0.021408,0.007723,0.002354,0.07584,0.168255,0.019362,0.003721,0.031564,0.002046,0.002772,0.001444,-0.002103,-0.000203,-0.000582,-0.00015,-0.000496,-0.000108,0.001149,0.000431,-0.000385,0.000342,0.001227,0.001014,-0.000247,-0.000528,2.5e-05,0.00291,0.008424,0.0,-7.3e-05,-3.1e-05,0.00084,0.003636
ST1379,0.041774,0.043408,0.022517,0.00823,0.001246,0.07584,0.204938,0.020207,0.004292,0.032257,-0.002524,0.002602,0.001507,-0.002827,9.9e-05,0.000475,0.000316,0.000826,0.0,0.000705,0.000814,-0.000512,0.000259,0.000627,0.001599,0.000293,-0.00027,-0.000503,0.002987,0.008537,0.0,-7.3e-05,0.0,0.001089,0.00406
ST1388,-0.006595,-0.003407,0.003338,0.006784,0.007743,0.002047,0.070686,0.007368,-0.00348,-0.002799,0.014965,0.001505,-0.000191,-0.000703,0.000405,-0.000263,7.1e-05,-0.000362,0.000119,-0.000407,-0.001024,8.8e-05,0.00024,0.000585,0.000337,0.000334,0.000295,-0.000404,0.000547,0.001754,-0.005188,-0.000693,-0.005026,8.7e-05,-3.1e-05
ST1392,0.041367,0.045606,0.020453,0.003822,0.006146,-0.057852,0.24549,0.008996,-0.000606,0.017138,0.001359,0.039535,0.00371,0.018307,0.001289,0.000763,0.016785,-0.001343,-0.000102,-0.000437,-3.7e-05,0.000227,0.000971,-0.000197,0.000287,-2.6e-05,0.000683,0.006337,0.002066,0.0865,0.007482,-7.3e-05,0.005524,0.0,0.001663
ST1393,0.041367,0.045606,0.016535,0.007467,0.002143,-0.058407,0.176164,0.014248,-0.000455,0.016424,0.001108,-0.003276,0.001179,-0.005712,0.003482,-0.000765,0.002414,3.2e-05,-6.4e-05,0.001673,0.000931,0.000247,0.000277,-0.000197,-0.000297,0.000148,0.000616,-0.001038,0.003229,0.11868,0.004788,-0.000138,0.001848,0.000166,0.006054
ST1403,0.041367,0.043522,-0.079416,0.008665,0.001281,0.082958,0.173748,0.027115,-0.002049,0.037496,0.001907,0.000989,-3.7e-05,0.001328,0.001307,-0.000612,-0.000262,-9.5e-05,0.0,0.000173,0.000155,0.000215,-1.5e-05,0.00033,-0.000204,0.000103,-4.5e-05,0.001106,0.002507,-0.025766,0.0,-0.000138,0.0,0.001855,0.004862
ST1408,0.041774,0.043408,-0.089302,0.017759,0.003289,0.079266,0.194004,0.009319,0.000843,0.013982,-0.001564,0.000989,-0.00036,-0.000768,0.000421,-0.00037,0.000314,-0.001185,0.0,0.00142,0.00125,-6e-05,0.00051,0.000747,-0.00061,1.4e-05,0.000322,-0.001328,-0.005676,0.001893,-0.00032,-7.3e-05,-0.000262,-0.007881,0.000126
ST1409,0.041774,0.043408,0.022317,0.008085,0.002524,0.07584,0.160194,0.022941,0.001575,0.035793,-0.007261,0.004828,0.000923,-0.001004,-2.7e-05,-8.6e-05,0.000291,-0.000207,-0.000209,0.001227,-0.000278,4e-05,0.00031,0.00143,0.000525,-0.00066,-4.2e-05,-0.000507,0.002924,0.008335,0.0,-7.3e-05,0.0,0.000858,0.003531
ST1411,0.041774,0.043408,0.02081,0.008274,0.002334,0.07982,0.205678,-0.00207,-0.000954,0.011825,-0.006005,-0.002564,0.000983,-0.003509,1e-05,-0.000168,-0.000327,-0.00026,0.0,0.001267,0.000552,9.7e-05,-0.000459,0.000543,0.000318,0.000309,0.001651,-1.8e-05,0.002135,0.009677,0.0,-0.000324,-0.000869,0.000652,-0.002822
ST1412,0.041367,0.046383,0.018569,0.006477,0.00312,-0.047419,0.158386,-0.003737,-0.000611,0.01836,0.000452,-0.002385,0.002097,-0.005551,0.001226,-0.000343,-0.000737,-2.6e-05,0.00014,0.00038,0.000313,4.9e-05,0.000167,0.0,-0.000305,-0.000632,0.000964,-0.0004,-0.005953,0.11903,0.007959,-6.5e-05,0.001602,0.000166,-0.000355
ST1416,0.041367,0.043522,-0.077375,0.012009,-0.002922,0.084542,0.146814,0.017343,0.001939,0.02209,0.003363,5.5e-05,0.00051,0.000792,-0.001517,0.001348,7.3e-05,-0.000731,0.0,8.4e-05,-0.000617,-3.6e-05,0.000512,-0.001068,-0.000249,-0.000165,-0.000301,0.001458,0.002297,-0.022224,0.0,-0.000138,0.0,0.003215,0.004862
ST1433,0.041976,0.043408,0.021797,0.006689,0.002257,0.075234,0.210392,0.018834,0.000758,0.03143,0.005097,0.00054,0.001548,-0.002932,-0.000565,3.5e-05,-5.4e-05,0.000564,0.0,0.001256,-0.001928,-0.00032,-0.00077,0.000627,-8.4e-05,0.00029,-0.000187,-0.000882,0.003327,0.008428,0.0,0.001721,0.0,0.001022,0.003647
ST1437,0.041774,0.043408,0.024399,0.009504,0.001874,0.076067,0.145625,0.015992,0.001296,0.020857,0.001993,0.00281,0.000286,-0.000357,0.001285,6.8e-05,0.001038,-4.9e-05,0.00013,0.001377,-0.000688,0.000617,0.000669,0.001386,0.000436,0.000205,0.000619,0.000152,0.002911,0.007695,0.0,-0.000188,0.0,0.000464,0.001986
ST1440,0.041774,0.043408,0.022414,0.007311,0.00381,0.08002,0.20121,0.018174,0.003556,0.012999,0.00409,0.00193,0.000173,-0.003335,-0.000206,-0.000371,0.001097,-0.000254,-8.2e-05,0.001248,0.00054,-3.5e-05,-0.000871,0.000529,-4.9e-05,0.000636,0.000101,-0.000672,0.002801,0.00899,0.0,-7.3e-05,0.0,0.000675,-0.004939
ST1446,0.041774,0.043408,0.022772,0.008277,-0.007015,0.08002,0.175658,0.005692,0.00152,0.015761,0.007555,0.001497,0.001106,-0.001723,-0.000801,0.000253,-0.000688,0.00031,0.0,0.001762,-0.000369,-4.8e-05,-0.000196,-0.001478,1.6e-05,4.3e-05,0.000903,0.00018,0.002859,0.008898,0.0,-0.000333,-0.000707,0.000464,-0.003087
ST1452,-0.006539,-0.003623,0.004168,0.006188,0.007635,0.002137,0.064305,-0.004294,0.003761,-0.002755,-0.006007,0.000317,0.000531,-0.003514,-0.000291,0.000852,-0.003103,4.2e-05,-6.1e-05,-0.000493,-9.4e-05,0.000433,-5e-06,0.000433,0.000284,-0.000246,0.000329,0.000348,0.00042,0.000183,-0.00568,0.008525,0.012476,8.7e-05,0.001649
ST1465,0.041774,0.043408,0.031123,0.014887,-0.000781,0.10456,0.060357,0.018125,0.005552,0.031886,0.001445,0.001949,0.002822,0.007525,-0.000727,3.3e-05,0.000522,0.000182,-6e-05,0.003122,-8e-06,-0.0005,0.000111,0.00052,-0.00011,-0.000163,-0.000342,0.000249,0.001481,0.002701,0.0,-7.3e-05,0.0,0.001533,0.004415
ST1482,0.041367,0.045606,0.018663,0.003424,0.005147,-0.058049,0.247077,0.008048,-0.000299,0.017184,0.0043,0.04011,0.003505,0.018944,0.001161,-0.002326,0.014947,0.0018,-0.000102,-0.000233,5.8e-05,-0.000456,-4.6e-05,0.0,0.000236,0.000227,-0.000571,0.004677,0.001859,0.088638,0.007702,-7.3e-05,0.006377,0.0,-0.001699
ST1486,0.046001,0.049536,0.03111,0.008666,0.000725,0.078512,-0.025321,0.067536,0.009231,0.066065,0.001378,0.00046,0.000638,-0.000368,-0.000178,0.000407,0.000101,0.000461,0.0,0.00044,0.000696,-0.000156,-0.000406,0.000321,0.000224,-9.6e-05,-6.5e-05,0.008741,0.001829,-0.025722,-0.000596,-7.3e-05,0.0,0.001509,0.009844
ST1495,0.041774,0.043408,0.034478,0.014114,-0.004273,0.075908,0.134508,0.014327,0.000888,0.018506,-0.008789,-0.001691,-0.000192,-0.002882,-0.000303,0.000552,-0.000428,9.5e-05,-6.9e-05,0.002487,-0.00045,0.000116,6.4e-05,0.000687,2.9e-05,-0.000472,0.000409,0.006027,-0.009745,0.007312,-0.000669,-0.000188,0.0,-0.004789,0.000485
ST1503,0.045745,0.055124,-0.049921,0.028893,-0.002609,0.036393,-0.050294,0.022495,0.00028,0.025097,0.000882,-0.00238,-0.003468,-0.00525,-8.8e-05,-4.7e-05,-0.000475,0.000613,-5.6e-05,0.001453,9.1e-05,0.0,0.0,-0.000189,-0.000121,-0.000139,6.2e-05,0.001134,-0.001482,0.030238,-0.000951,-0.000419,0.0,-0.00667,0.006517
ST1507,0.047836,0.049526,0.029213,0.016305,0.001779,0.060416,-0.017052,0.037048,0.010141,0.038884,0.007505,0.001677,0.004718,-0.002547,9.3e-05,0.00073,0.000432,0.001308,0.0,0.000859,0.001056,0.0,0.000583,0.000826,0.000291,0.000598,0.000204,0.002202,0.004126,0.032329,-0.000797,-0.000135,-0.000434,0.001478,-4.2e-05
ST1509,0.041774,0.043408,0.03118,0.013765,0.003479,0.103146,0.072806,0.015846,-0.000733,0.015147,-0.011361,-0.000499,0.001299,0.006482,0.001015,-7.4e-05,-3.8e-05,-0.000323,0.0,0.003267,0.001295,-0.000154,-0.000301,0.000329,0.000443,-5.5e-05,0.001083,-0.001674,0.001448,0.003606,0.0,-0.00012,-6.4e-05,0.001533,0.000263
ST1512,0.041774,0.043408,0.024829,0.013654,0.001603,0.074818,0.237742,0.020529,0.004029,0.029411,-0.00169,0.000459,4.6e-05,0.013815,0.000301,0.00019,0.000638,4e-05,0.0,0.000981,0.000106,0.0,0.0,0.000862,0.000648,2.6e-05,-0.000135,0.004581,0.002615,-0.000358,0.0,-7.3e-05,5.1e-05,0.000848,0.001915
ST1514,0.041774,0.043408,0.023417,0.005991,0.002634,0.080738,0.153305,0.01609,0.002311,0.013967,-0.001461,0.002211,0.000718,-0.000743,0.001004,-0.000347,0.000611,0.000263,9.6e-05,0.002157,-0.000282,0.000377,0.000619,0.001007,0.001,0.000334,-0.000405,6.3e-05,0.002602,0.00878,0.0,-0.00029,-4.8e-05,0.00053,-0.003283
ST1515,0.041774,0.043408,0.026799,0.006544,0.001764,0.074818,0.230608,0.022031,0.002018,0.029521,-0.002424,0.000394,-7.8e-05,0.013815,-0.000286,0.000147,0.000487,-0.00039,0.0,0.000662,0.000186,0.0,-8e-06,0.000992,-0.00057,0.000455,-6e-06,0.003602,0.002615,-0.000358,0.0,-7.3e-05,5.1e-05,0.000848,0.001791
ST1518,0.039764,0.043408,-0.071235,-0.086826,0.000944,0.074186,0.149555,0.007576,0.00146,0.013854,-0.00042,-0.000313,-0.001164,0.001215,-0.00035,-6.6e-05,-0.000355,4e-05,0.0,-0.004677,-0.001226,-0.000465,-0.00023,0.0,-2.8e-05,-0.000632,0.000281,-0.001101,-0.002018,0.005497,-0.000233,-0.000138,-0.000262,-0.010306,0.001598
ST1532,0.041774,0.043408,0.029826,0.01243,0.003218,0.111631,0.064317,0.002707,-0.000299,0.013262,0.004747,0.002577,0.003303,0.007657,0.000382,0.000491,-0.000114,0.000156,-0.00013,0.002339,-0.001177,0.000229,-0.000533,-0.000987,0.000212,-0.000403,-0.000419,-0.002461,0.001695,0.001285,0.0,-0.000223,0.0,0.001235,0.000132
ST1533,0.041976,0.043408,0.022353,0.008903,0.001574,0.074576,0.192951,0.018402,-0.000927,0.030835,-0.002398,-0.0038,0.001715,-0.003104,0.000287,-0.000225,0.000368,0.000968,-0.000362,0.000751,-0.001416,-0.000186,-0.000716,0.000829,0.000989,-0.000197,0.000244,-0.000286,0.003102,0.008537,0.0,0.001562,0.000396,0.001089,0.003199
ST1543,0.041774,0.043408,0.022678,0.0088,0.002127,0.07584,0.199948,0.020734,0.004918,0.031197,-0.002878,-0.000631,0.001735,-0.002974,0.000755,-0.000371,-0.000108,0.000568,0.0,0.001377,0.001057,0.000588,0.00013,0.000627,-0.002695,0.00026,7.3e-05,-0.00053,0.002987,0.008537,0.0,-7.3e-05,-3.1e-05,0.001089,0.004081
ST1553,0.041774,0.043408,-0.071709,0.030458,-0.00211,0.073377,0.071534,0.002188,0.001362,0.01252,-0.002497,-0.002038,-0.004059,0.000487,0.000583,-0.000454,-0.000905,-0.000418,0.000157,0.002738,0.001864,0.000852,-0.000437,-0.000189,0.000225,0.000342,-6.5e-05,-0.002732,0.00073,0.011755,-0.000408,-0.000288,0.0,-0.007856,0.007115
